method,uri,controller,action,middleware_permission,module_gate,controller_check_permissions,classification,notes
GET|HEAD,/api/v1/purchase-quote-requests/groups/{groupId},App\Modules\Procurement\Presentation\Controllers\PurchaseQuoteRequestController,group,purchase-quote-requests.view,,,MIDDLEWARE,
POST,/api/v1/purchase-quote-requests,App\Modules\Procurement\Presentation\Controllers\PurchaseQuoteRequestController,store,purchase-quote-requests.create,,formrequest[CreatePurchaseQuoteRequestRequest]:OPEN(returns true),MIDDLEWARE,
POST,/api/v1/purchase-quote-requests/groups/{groupId}/reopen,App\Modules\Procurement\Presentation\Controllers\PurchaseQuoteRequestController,reopen,purchase-quote-requests.convert,,,MIDDLEWARE,
GET|HEAD,/api/v1/purchase-quote-requests/{id},App\Modules\Procurement\Presentation\Controllers\PurchaseQuoteRequestController,show,purchase-quote-requests.view,,,MIDDLEWARE,
PUT,/api/v1/purchase-quote-requests/{id},App\Modules\Procurement\Presentation\Controllers\PurchaseQuoteRequestController,update,purchase-quote-requests.update,,formrequest[UpdatePurchaseQuoteRequestRequest]:OPEN(returns true),MIDDLEWARE,
POST,/api/v1/purchase-quote-requests/{id}/send,App\Modules\Procurement\Presentation\Controllers\PurchaseQuoteRequestController,send,purchase-quote-requests.update,,,MIDDLEWARE,
POST,/api/v1/purchase-quote-requests/{id}/convert-to-po,App\Modules\Procurement\Presentation\Controllers\PurchaseQuoteRequestController,convertToPo,purchase-quote-requests.convert,,,MIDDLEWARE,
GET|HEAD,/api/v1/supplier-invoices,App\Modules\Procurement\Presentation\Controllers\SupplierInvoiceController,index,documents.view,,,MIDDLEWARE,
GET|HEAD,/api/v1/supplier-invoices/duplicate-reference,App\Modules\Procurement\Presentation\Controllers\SupplierInvoiceController,duplicateReference,documents.view,,,MIDDLEWARE,
GET|HEAD,/api/v1/supplier-invoices/{id},App\Modules\Procurement\Presentation\Controllers\SupplierInvoiceController,show,documents.view,,,MIDDLEWARE,
POST,/api/v1/supplier-invoices,App\Modules\Procurement\Presentation\Controllers\SupplierInvoiceController,store,supplier-invoices.manage,,formrequest[CreateSupplierInvoiceRequest]:OPEN(returns true),MIDDLEWARE,
POST,/api/v1/supplier-invoices/{id}/match,App\Modules\Procurement\Presentation\Controllers\SupplierInvoiceController,match,supplier-invoices.manage,,,MIDDLEWARE,
POST,/api/v1/supplier-invoices/{id}/link-receipts,App\Modules\Procurement\Presentation\Controllers\SupplierInvoiceController,linkReceipts,supplier-invoices.link-receipts,,,MIDDLEWARE,
POST,/api/v1/supplier-invoices/{id}/post,App\Modules\Procurement\Presentation\Controllers\SupplierInvoiceController,post,supplier-invoices.manage,,,MIDDLEWARE,
GET|HEAD,/api/v1/locations,App\Modules\Company\Presentation\Controllers\LocationController,index,inventory.view,Inventory,,MIDDLEWARE,
GET|HEAD,/api/v1/locations/{location},App\Modules\Company\Presentation\Controllers\LocationController,show,inventory.view,Inventory,,MIDDLEWARE,
POST,/api/v1/locations,App\Modules\Company\Presentation\Controllers\LocationController,store,inventory.adjust,Inventory,formrequest[CreateLocationRequest]:OPEN(returns true),MIDDLEWARE,
PATCH,/api/v1/locations/{location},App\Modules\Company\Presentation\Controllers\LocationController,update,inventory.adjust,Inventory,formrequest[UpdateLocationRequest]:OPEN(returns true),MIDDLEWARE,
DELETE,/api/v1/locations/{location},App\Modules\Company\Presentation\Controllers\LocationController,destroy,inventory.adjust,Inventory,,MIDDLEWARE,
POST,/api/v1/locations/{location}/set-default,App\Modules\Company\Presentation\Controllers\LocationController,setDefault,inventory.adjust,Inventory,,MIDDLEWARE,
GET|HEAD,/api/v1/stock-levels,App\Modules\Inventory\Presentation\Controllers\StockLevelController,index,inventory.view,Inventory,,MIDDLEWARE,
GET|HEAD,/api/v1/stock-levels/{product}/{location},App\Modules\Inventory\Presentation\Controllers\StockLevelController,show,inventory.view,Inventory,,MIDDLEWARE,
PUT,/api/v1/inventory/stock-levels/thresholds,App\Modules\Inventory\Presentation\Controllers\StockLevelController,updateThresholds,inventory.adjust,Inventory,formrequest[UpdateStockThresholdsRequest]:OPEN(returns true),MIDDLEWARE,
GET|HEAD,/api/v1/inventory/stock-matrix,App\Modules\Inventory\Presentation\Controllers\StockMatrixController,index,inventory.view,Inventory,,MIDDLEWARE,
GET|HEAD,/api/v1/inventory/stock-matrix/rebalance,App\Modules\Inventory\Presentation\Controllers\StockMatrixController,rebalance,inventory.view,Inventory,,MIDDLEWARE,
GET|HEAD,/api/v1/stock-movements,App\Modules\Inventory\Presentation\Controllers\StockMovementController,index,inventory.view,Inventory,formrequest[ListStockMovementsRequest]:OPEN(returns true),MIDDLEWARE,
GET|HEAD,/api/v1/entry-exit-notes,App\Modules\Inventory\Presentation\Controllers\EntryExitNoteController,index,inventory.view,Inventory,,MIDDLEWARE,
GET|HEAD,/api/v1/stock-transfers,App\Modules\Inventory\Presentation\Controllers\StockTransferController,index,inventory.transfers.view,Inventory,,MIDDLEWARE,
POST,/api/v1/stock-transfers,App\Modules\Inventory\Presentation\Controllers\StockTransferController,store,inventory.transfers.create,Inventory,formrequest[StoreStockTransferRequest]:OPEN(returns true),MIDDLEWARE,
GET|HEAD,/api/v1/stock-transfers/{transfer},App\Modules\Inventory\Presentation\Controllers\StockTransferController,show,inventory.transfers.view,Inventory,,MIDDLEWARE,
POST,/api/v1/stock-transfers/{transfer}/complete,App\Modules\Inventory\Presentation\Controllers\StockTransferController,complete,inventory.transfers.complete,Inventory,,MIDDLEWARE,
POST,/api/v1/stock-transfers/{transfer}/cancel,App\Modules\Inventory\Presentation\Controllers\StockTransferController,cancel,inventory.transfers.cancel,Inventory,,MIDDLEWARE,
GET|HEAD,/api/v1/stock-adjustments,App\Modules\Inventory\Presentation\Controllers\StockAdjustmentController,index,inventory.adjustments.view,Inventory,,MIDDLEWARE,
POST,/api/v1/stock-adjustments,App\Modules\Inventory\Presentation\Controllers\StockAdjustmentController,store,inventory.adjustments.create,Inventory,controller:inventory.adjustments.post | formrequest[StoreStockAdjustmentRequest]:OPEN(returns true),MIDDLEWARE,also has a secondary controller/FormRequest/service-level check (defense in depth)
GET|HEAD,/api/v1/stock-adjustments/{adjustment},App\Modules\Inventory\Presentation\Controllers\StockAdjustmentController,show,inventory.adjustments.view,Inventory,,MIDDLEWARE,
PATCH,/api/v1/stock-adjustments/{adjustment},App\Modules\Inventory\Presentation\Controllers\StockAdjustmentController,update,inventory.adjustments.create,Inventory,formrequest[UpdateStockAdjustmentRequest]:OPEN(returns true),MIDDLEWARE,
POST,/api/v1/stock-adjustments/{adjustment}/post,App\Modules\Inventory\Presentation\Controllers\StockAdjustmentController,post,inventory.adjustments.post,Inventory,formrequest[PostStockAdjustmentRequest]:OPEN(returns true),MIDDLEWARE,
POST,/api/v1/stock-adjustments/{adjustment}/cancel,App\Modules\Inventory\Presentation\Controllers\StockAdjustmentController,cancel,inventory.adjustments.cancel,Inventory,formrequest[CancelStockAdjustmentRequest]:OPEN(returns true),MIDDLEWARE,
POST,/api/v1/stock-adjustments/{adjustment}/correct,App\Modules\Inventory\Presentation\Controllers\StockAdjustmentController,correct,inventory.adjustments.create,Inventory,,MIDDLEWARE,
GET|HEAD,/api/v1/goods-receipts,App\Modules\Inventory\Presentation\Controllers\GoodsReceiptController,index,inventory.view,Inventory,,MIDDLEWARE,
GET|HEAD,/api/v1/goods-receipts/{receipt},App\Modules\Inventory\Presentation\Controllers\GoodsReceiptController,show,inventory.view,Inventory,,MIDDLEWARE,
GET|HEAD,/api/v1/goods-receipts/{receipt}/pdf,App\Modules\Inventory\Presentation\Controllers\GoodsReceiptController,pdf,inventory.view,Inventory,,MIDDLEWARE,
POST,/api/v1/goods-receipts/{receipt}/post,App\Modules\Inventory\Presentation\Controllers\GoodsReceiptController,post,purchase-orders.receive,Inventory,,MIDDLEWARE,
DELETE,/api/v1/goods-receipts/{receipt},App\Modules\Inventory\Presentation\Controllers\GoodsReceiptController,destroy,purchase-orders.receive,Inventory,,MIDDLEWARE,
GET|HEAD,/api/v1/stock-reservations,App\Modules\Inventory\Presentation\Controllers\StockReservationController,index,inventory.view,Inventory,,MIDDLEWARE,
GET|HEAD,/api/v1/stock-reservations/breakdown,App\Modules\Inventory\Presentation\Controllers\StockReservationController,breakdown,inventory.view,Inventory,,MIDDLEWARE,
GET|HEAD,/api/v1/stock-reservations/{id},App\Modules\Inventory\Presentation\Controllers\StockReservationController,show,inventory.view,Inventory,,MIDDLEWARE,
POST,/api/v1/stock-reservations,App\Modules\Inventory\Presentation\Controllers\StockReservationController,store,inventory.adjust,Inventory,,MIDDLEWARE,
POST,/api/v1/stock-reservations/{id}/release,App\Modules\Inventory\Presentation\Controllers\StockReservationController,release,inventory.adjust,Inventory,,MIDDLEWARE,
GET|HEAD,/api/v1/inventory/onboarding-worklist,App\Modules\Inventory\Presentation\Controllers\InventoryCountingController,onboardingWorklist,inventory.view,Inventory,,MIDDLEWARE,
POST,/api/v1/inventory/terminal-sync-health,App\Modules\Inventory\Presentation\Controllers\InventoryCountingController,reportTerminalSyncHealth,pos.operate_terminal,Inventory,,MIDDLEWARE,
GET|HEAD,/api/v1/inventory/countings/dashboard,App\Modules\Inventory\Presentation\Controllers\InventoryCountingController,dashboard,inventory.view,Inventory,,MIDDLEWARE,
GET|HEAD,/api/v1/inventory/countings/my-tasks,App\Modules\Inventory\Presentation\Controllers\InventoryCountingController,myTasks,,Inventory,,AUTH_ONLY,
GET|HEAD,/api/v1/inventory/countings/my-drafts,App\Modules\Inventory\Presentation\Controllers\InventoryCountingController,myDrafts,inventory.view,Inventory,,MIDDLEWARE,
POST,/api/v1/inventory/countings/drafts,App\Modules\Inventory\Presentation\Controllers\InventoryCountingController,createDraft,inventory.adjust,Inventory,formrequest[CreateDraftCountingRequest]:CHECK(non-permission-string),MIDDLEWARE,also has a secondary controller/FormRequest/service-level check (defense in depth)
POST,/api/v1/inventory/countings/drafts/batch,App\Modules\Inventory\Presentation\Controllers\InventoryCountingController,batchCreateDrafts,inventory.adjust,Inventory,,MIDDLEWARE,
PATCH,/api/v1/inventory/countings/drafts/batch,App\Modules\Inventory\Presentation\Controllers\InventoryCountingController,batchUpdateDrafts,inventory.adjust,Inventory,,MIDDLEWARE,also has a secondary controller/FormRequest/service-level check (defense in depth)
POST,/api/v1/inventory/countings/{counting}/add-products/batch,App\Modules\Inventory\Presentation\Controllers\InventoryCountingController,batchAddProducts,inventory.adjust,Inventory,,MIDDLEWARE,also has a secondary controller/FormRequest/service-level check (defense in depth)
PATCH,/api/v1/inventory/countings/{counting}/draft,App\Modules\Inventory\Presentation\Controllers\InventoryCountingController,updateDraft,inventory.adjust,Inventory,formrequest[UpdateDraftCountingRequest]:CHECK(non-permission-string),MIDDLEWARE,also has a secondary controller/FormRequest/service-level check (defense in depth)
POST,/api/v1/inventory/countings/{counting}/add-product,App\Modules\Inventory\Presentation\Controllers\InventoryCountingController,addProduct,inventory.adjust,Inventory,formrequest[AddProductToCountingRequest]:CHECK(non-permission-string),MIDDLEWARE,also has a secondary controller/FormRequest/service-level check (defense in depth)
DELETE,/api/v1/inventory/countings/{counting}/products/{product},App\Modules\Inventory\Presentation\Controllers\InventoryCountingController,removeProduct,inventory.adjust,Inventory,,MIDDLEWARE,also has a secondary controller/FormRequest/service-level check (defense in depth)
POST,/api/v1/inventory/countings/{counting}/activate-draft,App\Modules\Inventory\Presentation\Controllers\InventoryCountingController,activateDraft,inventory.adjust,Inventory,formrequest[ActivateCountingRequest]:CHECK(non-permission-string),MIDDLEWARE,also has a secondary controller/FormRequest/service-level check (defense in depth)
GET|HEAD,/api/v1/inventory/countings,App\Modules\Inventory\Presentation\Controllers\InventoryCountingController,index,inventory.view,Inventory,,MIDDLEWARE,
POST,/api/v1/inventory/countings,App\Modules\Inventory\Presentation\Controllers\InventoryCountingController,store,inventory.adjust,Inventory,formrequest[CreateCountingRequest]:OPEN(returns true),MIDDLEWARE,
GET|HEAD,/api/v1/inventory/countings/{counting},App\Modules\Inventory\Presentation\Controllers\InventoryCountingController,show,inventory.view,Inventory,,MIDDLEWARE,
GET|HEAD,/api/v1/inventory/countings/{counting}/report,App\Modules\Inventory\Presentation\Controllers\InventoryCountingController,report,inventory.view,Inventory,,MIDDLEWARE,
GET|HEAD,/api/v1/inventory/countings/{counting}/counter-view,App\Modules\Inventory\Presentation\Controllers\InventoryCountingController,counterView,,Inventory,,AUTH_ONLY,
GET|HEAD,/api/v1/inventory/countings/{counting}/items/to-count,App\Modules\Inventory\Presentation\Controllers\CountingItemController,toCount,,Inventory,,AUTH_ONLY,
GET|HEAD,/api/v1/inventory/countings/{counting}/lookup,App\Modules\Inventory\Presentation\Controllers\CountingItemController,lookupByBarcode,,Inventory,,AUTH_ONLY,
POST,/api/v1/inventory/countings/{counting}/items/{item}/count,App\Modules\Inventory\Presentation\Controllers\CountingItemController,submitCount,,Inventory,formrequest[SubmitCountRequest]:OPEN(returns true),AUTH_ONLY,FormRequest App\Modules\Inventory\Presentation\Requests\SubmitCountRequest::authorize() returns true unconditionally (no permission check)
POST,/api/v1/inventory/countings/{counting}/activate,App\Modules\Inventory\Presentation\Controllers\InventoryCountingController,activate,inventory.adjust,Inventory,,MIDDLEWARE,
POST,/api/v1/inventory/countings/{counting}/cancel,App\Modules\Inventory\Presentation\Controllers\InventoryCountingController,cancel,inventory.adjust,Inventory,,MIDDLEWARE,
POST,/api/v1/inventory/countings/{counting}/finalize,App\Modules\Inventory\Presentation\Controllers\InventoryCountingController,finalize,inventory.adjust,Inventory,,MIDDLEWARE,
GET|HEAD,/api/v1/inventory/countings/{counting}/reconciliation,App\Modules\Inventory\Presentation\Controllers\CountingItemController,reconciliation,inventory.view,Inventory,,MIDDLEWARE,
POST,/api/v1/inventory/countings/{counting}/trigger-third-count,App\Modules\Inventory\Presentation\Controllers\CountingItemController,triggerThirdCount,inventory.adjust,Inventory,,MIDDLEWARE,
POST,/api/v1/inventory/countings/items/{item}/override,App\Modules\Inventory\Presentation\Controllers\CountingItemController,override,inventory.adjust,Inventory,formrequest[ManualOverrideRequest]:OPEN(returns true),MIDDLEWARE,
PATCH,/api/v1/inventory/countings/{counting}/items/{item}/opening-cost,App\Modules\Inventory\Presentation\Controllers\CountingItemController,setOpeningCost,inventory.adjust,Inventory,formrequest[SetOpeningCostRequest]:OPEN(returns true),MIDDLEWARE,
GET|HEAD,/api/v1/inventory/locations/{location}/nodes,App\Modules\Inventory\Presentation\Controllers\LocationNodeController,index,inventory.view,Inventory,,MIDDLEWARE,
POST,/api/v1/inventory/nodes,App\Modules\Inventory\Presentation\Controllers\LocationNodeController,store,inventory.adjust,Inventory,formrequest[CreateNodeRequest]:OPEN(returns true),MIDDLEWARE,
PATCH,/api/v1/inventory/nodes/{node},App\Modules\Inventory\Presentation\Controllers\LocationNodeController,update,inventory.adjust,Inventory,formrequest[UpdateNodeRequest]:OPEN(returns true),MIDDLEWARE,
POST,/api/v1/inventory/nodes/{node}/move,App\Modules\Inventory\Presentation\Controllers\LocationNodeController,move,inventory.adjust,Inventory,formrequest[MoveNodeRequest]:OPEN(returns true),MIDDLEWARE,
DELETE,/api/v1/inventory/nodes/{node},App\Modules\Inventory\Presentation\Controllers\LocationNodeController,destroy,inventory.adjust,Inventory,,MIDDLEWARE,
POST,/api/v1/inventory/nodes/{node}/restore,App\Modules\Inventory\Presentation\Controllers\LocationNodeController,restore,inventory.adjust,Inventory,,MIDDLEWARE,
GET|HEAD,/api/v1/inventory/nodes/{node}/products,App\Modules\Inventory\Presentation\Controllers\ProductPlacementController,products,inventory.view,Inventory,,MIDDLEWARE,
POST,/api/v1/inventory/nodes/{node}/assign-products,App\Modules\Inventory\Presentation\Controllers\ProductPlacementController,assignProducts,inventory.adjust,Inventory,formrequest[AssignProductsRequest]:OPEN(returns true),MIDDLEWARE,
DELETE,/api/v1/inventory/nodes/{node}/products/{product},App\Modules\Inventory\Presentation\Controllers\ProductPlacementController,unassignProduct,inventory.adjust,Inventory,,MIDDLEWARE,
GET|HEAD,/api/v1/inventory/placements,App\Modules\Inventory\Presentation\Controllers\ProductPlacementController,delta,inventory.view,Inventory,,MIDDLEWARE,
POST,/api/v1/inventory/placements/bulk-move,App\Modules\Inventory\Presentation\Controllers\ProductPlacementController,bulkMove,inventory.adjust,Inventory,formrequest[BulkMovePlacementsRequest]:OPEN(returns true),MIDDLEWARE,
